time,open,high,low,close,ATR Trailing Stoploss,%K,%D,RSI,EMA of RSI
1710205200,146.871,147.429,146.855,147.418,146.80865366460145,74.96919471610255,68.32024725254345,53.70287330064326,37.95769713780338
1710212400,147.418,147.44,147.324,147.385,146.89732293168117,83.36844931661479,74.30426771353962,52.77424669954623,40.651615239938444
1710219600,147.385,147.6,147.21,147.4,147.00985834534492,91.70499651611802,83.34754684961179,53.170637752499935,42.92780115131326
1710226800,147.4,147.488,147.277,147.328,147.00985834534492,83.95498747282267,86.34281110185184,50.95959647525858,44.38812757384877
1710234000,147.328,147.574,147.31,147.33,147.02318934102075,77.7977259126284,84.48590330052303,51.02052508778488,45.59401803092806
1710241200,147.33,148.176,147.07,147.65,147.29295147281658,73.40741291576931,78.38670876707347,59.65705886582635,48.15093454636411
1710248400,147.65,147.986,147.642,147.902,147.29295147281658,75.66894605701481,75.6246949618042,64.90517753454556,51.197160544215286
1710255600,147.902,147.906,147.644,147.703,147.29295147281658,73.60208052515782,74.226146499314,58.439958968711856,52.51403298503284
1710262800,147.703,147.799,147.644,147.692,147.29295147281658,73.59502359502386,74.28868339239885,58.09547385476117,53.52884041589254
1710270000,147.692,147.72,147.642,147.656,147.29295147281658,68.31831831831892,71.83847414616689,56.913066713039385,54.144154288101056
1710277200,147.656,147.672,147.566,147.583,147.29295147281658,65.7443157443162,69.21921921921968,54.49116837866837,54.207247759113294
1710284400,147.583,147.654,147.368,147.374,147.29295147281658,58.923208923208996,64.32861432861473,48.1708836565942,53.10972701320073
1710291600,147.374,147.54,147.234,147.375,147.29295147281658,52.89575289575274,59.18775918775933,48.20184096866515,52.217384096012445
1710298800,147.375,147.587,147.286,147.575,147.29295147281658,50.45033678644563,54.08976620180248,54.10602390005585,52.56077315129306
1710306000,147.575,147.794,147.5,147.745,147.29295147281658,54.66350112619282,52.669863602797086,58.442152323445924,53.63011481895722
1710313200,147.745,147.891,147.566,147.875,147.31439459743336,62.773238349854445,55.96235875416432,61.44226188237288,55.0505051941237
1710320400,147.875,148.048,147.708,147.918,147.4507156779467,70.1627486437626,62.53316270660331,62.40893248930622,56.38840106597507
1710327600,147.918,148.03,147.893,147.943,147.49737254235737,76.13019891501058,69.68872863620923,62.98988895398836,57.58867159106839
1710334800,147.943,147.972,147.78,147.842,147.49737254235737,75.13562386980301,73.80952380952543,59.0213202924261,57.84915317313343
1710342000,147.842,147.85,147.676,147.712,147.49737254235737,69.1521786458503,73.47266714355466,54.28090091314169,57.20038003495311
1710349200,147.712,147.806,147.46,147.77,147.49737254235737,64.79036985366132,69.6927241231049,55.97965536358799,56.97843009470491
1710356400,147.77,147.858,147.746,147.758,147.49737254235737,62.98116298116281,65.64123716022483,55.52001259122944,56.71326327589119
1710363600,147.758,147.758,147.633,147.706,147.49737254235737,62.73546273546256,63.50233185676226,53.47113324550454,56.12378508854816
1710370800,147.706,147.726,147.542,147.596,147.49737254235737,55.61015561015511,60.44226044226019,49.3244302470956,54.8875387537386
1710378000,147.596,147.928,147.53,147.902,147.49737254235737,61.50696150696012,59.9508599508593,58.87809848140971,55.61309506786062
1710385200,147.902,147.974,147.792,147.916,147.51372359919597,70.1064701064691,62.40786240786147,59.25655894177917,56.27554304493672
1710392400,147.916,147.972,147.857,147.888,147.5577788793568,81.61676350652652,71.07673170665194,58.10476769716203,56.60812934534132
1710399600,147.888,147.975,147.768,147.862,147.56082310348543,77.05125179815784,76.25816180371784,56.99689829669592,56.67881460922397
1710406800,147.862,147.897,147.732,147.75,147.56082310348543,65.56323316728204,74.74374949065549,52.365115141975764,55.89450561517884
1710414000,147.75,147.991,147.566,147.848,147.56082310348543,61.22448979591811,67.94632492045268,55.75332551783268,55.86883650657045
1710421200,147.848,148.198,147.433,148.112,147.56082310348543,68.02143079453981,64.93638458591333,63.32190756870107,57.22394033604875
1710428400,148.112,148.322,148.052,148.19,147.65696114318763,79.96547350348705,69.73713136464833,65.21512169236524,58.67688240083356
1710435600,148.19,148.36,148.132,148.298,147.7367689145501,89.07392810431246,79.02027746744643,67.70108526874355,60.31764655863538
1710442800,148.298,148.33,148.211,148.324,147.7838151316401,91.52670641088906,86.85536933956286,68.28864675953264,61.76691932243488
1710450000,148.324,148.346,148.224,148.264,147.86025210531207,93.02409205321783,91.20824218947313,65.33490030947166,62.41564313825975
1710457200,148.264,148.538,148.253,148.446,148.03540168424965,92.47824198138262,92.34301348182986,69.62654468769898,63.7267161472487
1710464400,148.446,148.66,148.387,148.458,148.14872134739971,88.28510113478922,91.26247838979657,69.89122334666197,64.84753563805111
1710471600,148.458,148.501,148.252,148.314,148.14872134739971,82.33747715122627,87.70027342246605,62.81715988581334,64.47837641037152
1710478800,148.314,148.378,148.1,148.218,148.14872134739971,73.10513447432747,81.24257092011432,58.56163689604128,63.402605589584205
1710486000,148.218,148.834,148.032,148.712,148.14872134739971,75.69008514700413,77.0442322575193,69.87216659622727,64.57888940897385
1710493200,148.712,148.788,148.661,148.777,148.14897706389493,83.7335306542588,77.50958342519682,70.99402715557059,65.74527809017326
1710500400,148.777,148.872,148.586,148.802,148.24638165111594,94.11964087334833,84.5144188915371,71.43460489440442,66.77970114548802
1710507600,148.802,149,148.732,148.979,148.39230532089275,96.57561596392225,91.47626249717648,74.39945208813747,68.16511040778792
1710514800,148.979,149.166,148.97,149.096,148.6014442567142,96.58537735354925,95.76021139693997,76.16082223186469,69.6188761939837
1710522000,149.096,149.099,148.996,149.038,148.60615540537137,94.44438111171223,95.86845814306128,73.462499535527,70.31771680153702
1710529200,149.038,149.122,148.999,149.055,148.67852432429711,91.62830798081244,94.21935548202465,73.75599272172386,70.94285787793463
1710709200,149.055,149.113,148.943,148.98,148.69021945943769,87.50734861846007,91.19334590366161,70.07392737050486,70.78487051294739
1710716400,148.98,149.29,148.934,149.28,148.80937556755012,91.00487041663534,90.04684233863595,75.37049515868497,71.61862044853605
1710723600,149.28,149.333,148.908,148.974,148.80937556755012,85.06960423284181,87.86060775597907,63.102437703741046,70.07022358584605
1710730800,148.974,149.134,148.964,149.114,148.80937556755012,84.92590795796477,87.00012753581399,65.8418655671922,69.30143121881808
1710738000,149.114,149.246,149.069,149.222,148.80937556755012,82.34691263130925,84.11414160737195,67.82632948686461,69.03323090391746
1710745200,149.222,149.312,149.055,149.126,148.82513623246854,86.24135280553465,84.50472446493622,64.25298775124216,68.16409578524922
1710752400,149.126,149.246,149.105,149.134,148.82513623246854,86.75377914424799,85.11401486036397,64.42120514776573,67.48357021479768
1710759600,149.134,149.198,149.01,149.178,148.82513623246854,82.68119021478303,85.22544072152188,65.38598993427817,67.10219198197595
1710766800,149.178,149.304,149.12,149.286,148.88486975102387,85.88752481957847,85.1074980595365,67.7011550365253,67.21109435553038
1710774000,149.286,149.294,149.096,149.142,148.88486975102387,80.3927115375903,82.9871421906506,61.768856063676324,66.22159648428419
1710781200,149.142,149.17,148.922,149.114,148.88486975102387,70.1327960586823,78.80434413861703,60.65589444903214,65.20965065969291
1710788400,149.114,149.195,149.086,149.153,148.88486975102387,58.11242700075098,69.54597819900786,61.69127402933359,64.5699458178094
1710795600,149.153,149.161,149.042,149.042,148.88486975102387,45.882352941178084,58.04252533353713,57.08661706523332,63.209340590068294
1710802800,149.042,149.224,149.032,149.21,148.88486975102387,53.41176470588406,52.468848215937705,61.741153181183705,62.94239742481655
1710810000,149.21,149.395,149.192,149.365,149.02311574401242,65.4760236743587,54.923380440473615,65.46313049646254,63.40071252875218
1710817200,149.365,150.078,149.002,149.969,149.35009259520993,85.19413998070922,68.02730945365066,75.47541918103346,65.59611373825787
1710824400,149.969,150.486,149.94,150.369,149.68527407616793,92.34759266613041,81.00591877373277,79.67726637302701,68.15632330821589
1710831600,150.369,150.514,149.99,150.337,149.68527407616793,90.69495060572528,89.41222775085497,78.51826480057034,70.04031267046216
1710838800,150.337,150.703,150.309,150.536,149.8652554087475,90.6747788337289,91.2391073685282,80.42519511561466,71.92847311503535
1710846000,150.536,150.61,150.344,150.494,149.8652554087475,89.25672485579639,90.20881809841684,78.83458712840103,73.18413020837455
1710853200,150.494,150.734,150.404,150.689,149.9807234615984,92.13494043701384,90.68881470884635,80.7392345082989,74.55778553563353
1710860400,150.689,150.948,150.659,150.942,150.2297787692787,95.1618086313041,92.1844913080381,82.89050765410903,76.07282592081089
1710867600,150.942,150.962,150.842,150.922,150.33942301542297,98.41987397610212,95.23887434814002,82.10975952802616,77.17045021303184
1710874800,150.922,150.925,150.848,150.848,150.3961384123384,97.38494344760001,96.98887535166871,79.139556274755,77.5284694969815
1710882000,150.848,150.868,150.778,150.841,150.40891072987068,95.42583700146808,97.07688480839005,78.84899445146085,77.76856494325047
1710889200,150.841,151.345,150.821,151.158,150.76812858389656,93.4190248869506,95.40993511200621,82.06108022820305,78.54902226778731
1710896400,151.158,151.242,151.136,151.232,150.76812858389656,93.6741444337019,94.1730021073735,82.72076691414475,79.30752129439774
1710903600,151.232,151.543,151.232,151.487,151.0154822936938,94.99734864651604,94.03017265572282,84.79568700955913,80.30536960624526
1710910800,151.487,151.586,151.436,151.472,151.10398583495504,96.18716729698104,94.95288679239964,84.15551708261175,81.00539642013008
1710918000,151.472,151.547,151.338,151.452,151.10398583495504,95.0811435975595,95.42188651368552,83.25302181898539,81.41405558355832
1710925200,151.452,151.768,151.45,151.67,151.2654309343712,93.97849217278913,95.08226768910987,85.12549666875,82.08886305359317
1710932400,151.67,151.787,151.63,151.76,151.32214474749696,94.84014942026158,94.63326173020339,85.82990270684355,82.76905208145688
1710939600,151.76,151.819,151.622,151.672,151.36831579799758,94.23176477266576,94.3501354552388,81.75318961027482,82.58434981396923
1710946800,151.672,151.678,151.534,151.616,151.36831579799758,91.2869385296572,93.45295090752818,79.17594970094977,81.96464070251115
1710954000,151.616,151.712,150.72,150.786,151.36831579799758,62.2119614715022,82.5768882579417,52.67223947302216,76.63874956987678
1710961200,150.786,151.406,150.775,151.244,151.36831579799758,48.093898311875826,67.19759943767839,60.5247775097225,73.70893646803054
1710968400,151.244,151.27,150.852,150.854,151.36831579799758,23.606962442346628,44.637607408574866,52.53193422108258,69.85857242313091
1710975600,150.854,150.95,150.546,150.622,151.36831579799758,21.947586906234374,31.21614922015226,48.4343348226888,65.9632564957778
1710982800,150.622,150.652,150.266,150.492,151.36831579799758,10.905176988419768,18.819908779000244,46.25700765565623,62.38030216121024
1710990000,150.492,150.795,150.388,150.77,151.36831579799758,17.658648162921104,16.83713735252507,51.29891768500836,60.365504983718985
1710997200,150.77,151.094,150.753,150.996,151.36831579799758,31.33719682335349,19.96700732489811,54.99532014904343,59.3891077410507
1711004400,150.996,151.458,150.852,151.172,151.36831579799758,45.93260356299735,31.642816183090634,57.68863185535045,59.07993030728702
1711011600,151.172,151.242,150.874,151.11,151.25985263839806,53.230306932819296,43.5000357730567,56.40797391084451,58.59412005338838
1711018800,151.11,151.32,150.967,151.166,150.98068211071845,56.879158617729956,52.01402303784886,57.32938374793088,58.36416799785065
1711026000,151.166,151.576,151.162,151.508,150.7550897259447,64.09100665378948,58.0668240681129,62.537338268269096,59.12292622883582
1711033200,151.508,151.756,151.478,151.696,150.98807178075577,76.66881305001154,65.87965944051031,65.0617264342128,60.20270808435891
1711040400,151.696,151.741,151.65,151.672,151.09025742460463,88.80550165588492,76.52177378656198,64.46453109647088,60.977584995651995
1711047600,151.672,151.732,151.61,151.63,151.1626059396837,92.66196190961857,86.04542553850501,63.36834094892818,61.41226789624766
1711054800,151.63,151.647,151.548,151.552,151.1626059396837,90.73825503355674,90.73523953302008,61.28412343676962,61.38896890361529
1711062000,151.552,151.702,151.445,151.532,151.20310780139758,87.60626398210293,90.3354936417594,60.73253873079243,61.26961796310204
1711069200,151.532,151.862,151.422,151.632,151.28688624111805,85.62138007210454,87.98863302925474,62.54762905248761,61.5019836157176
1711076400,151.632,151.656,151.498,151.584,151.28688624111805,84.37895633939503,85.8688667978675,61.08798442287519,61.426711035200796
1711083600,151.584,151.592,151.259,151.31,151.28688624111805,76.90710267301047,82.30247969483668,53.42381358188685,59.971638770961896
1711090800,151.31,151.539,151.274,151.48,151.28688624111805,70.22896307996386,77.17167403078979,57.026245037091286,59.436112637530876
1711098000,151.48,151.651,151.436,151.616,151.28688624111805,67.9163333207477,71.68413302457401,59.71093221633101,59.48607983367636
1711105200,151.616,151.624,151.005,151.215,151.28688624111805,58.57076268295416,65.57201969455525,49.82670535000461,57.72982992755422
1711112400,151.215,151.321,151.06,151.19,151.28688624111805,45.02464517141374,57.17058039170521,49.27901986130424,56.19331900641786
1711119600,151.19,151.436,151.19,151.39,151.28688624111805,34.784841727824606,46.12674986073083,53.66671851289589,55.733937098504775
1711126800,151.39,151.458,151.348,151.456,151.28688624111805,40.82193090530509,40.210472601514475,55.04866236488408,55.60934169239192
1711134000,151.456,151.485,151.347,151.44,151.28688624111805,49.436017113962954,41.68092991569755,54.6233224094952,55.43006545913797
1711314000,151.44,151.446,151.254,151.292,151.13270899289444,45.62427071178541,45.294072910351154,50.71949384332449,54.57359789262643
1711321200,151.292,151.428,151.083,151.306,151.12702700436196,39.78996499416668,44.95008427330501,51.075689274820164,53.93761450757074
1711328400,151.306,151.326,151.054,151.138,151.12702700436196,28.043562816026164,37.819266173992744,46.71242490831532,52.62394367134248
1711335600,151.138,151.38,151.132,151.367,151.12702700436196,30.960715674835523,32.931414495009456,52.65023134938226,52.6287232491679
1711342800,151.367,151.375,151.176,151.321,151.00505876878933,35.433444403219,31.479240964693563,51.4109699871192,52.40731356515904
1711350000,151.321,151.402,151.171,151.356,151.00505876878933,48.37181510862123,38.25532506222525,52.330359194165965,52.39332186134212
1711357200,151.356,151.442,151.258,151.292,151.00505876878933,49.10077217078054,44.30201056087359,50.45050860142858,52.04008308681239
1711364400,151.292,151.38,151.14,151.231,151.00505876878933,44.58204334365244,47.35154354101807,48.656418298795444,51.42487130717294
1711371600,151.231,151.386,151.127,151.361,151.00505876878933,45.641293674173404,46.44136972953547,52.530688311381816,51.625928944301826
1711378800,151.361,151.546,151.346,151.487,151.0862509565483,60.168255507259346,50.13053084169507,55.996484160903364,52.42057534732029
1711386000,151.487,151.539,151.43,151.479,151.12760076523864,77.30078673969406,61.03677864037561,55.71832573115077,53.020166326198556
1711393200,151.479,151.49,151.41,151.417,151.12888061219093,82.72357723577426,73.3975398275759,53.50026327331006,53.10745668021883
1711400400,151.417,151.43,151.361,151.422,151.12888061219093,78.31978319783394,79.44804905776742,53.66047352513171,53.20800519747572
1711407600,151.422,151.447,151.263,151.287,151.12888061219093,65.31165311653237,75.4516711833802,48.77419348576163,52.4018576135277
1711414800,151.287,151.378,151.22,151.334,151.12888061219093,59.688346883470025,67.77326106594545,50.46534217271372,52.04976389701607
1711422000,151.334,151.43,151.3,151.361,151.12888061219093,55.5555555555562,60.18518518518621,51.45679492983104,51.941951357527884
1711429200,151.361,151.4,151.302,151.316,151.12888061219093,54.8054472191501,56.683116552725444,49.67231887261741,51.52929090572598
1711436400,151.316,151.362,151.253,151.258,151.12888061219093,46.256896339846556,52.205966371517626,47.39111007364869,50.77689439080284
1711443600,151.258,151.348,151.206,151.278,151.12888061219093,37.47016706443871,46.177503541145136,48.273279961957634,50.321691767376436
1711450800,151.278,151.474,151.274,151.456,151.17290930636938,48.60779634049218,44.111619914925825,55.43563015508871,51.251498746960486
1711458000,151.456,151.47,151.301,151.385,151.17290930636938,58.711217183768746,48.26306019623322,52.323481903797486,51.4464047754763
1711465200,151.385,151.603,151.372,151.523,151.2638219560764,74.42958090157094,60.58286480861062,57.33685035660449,52.51739488113597
1711472400,151.523,151.581,151.444,151.538,151.2638219560764,76.13188677958709,69.75756162164227,57.85560473560598,53.487978491039605
1711479600,151.538,151.588,151.519,151.555,151.2994860518889,84.9099337467981,78.49046714265205,58.47190620583703,54.394147166457316
1711486800,151.555,151.568,151.506,151.53,151.31238884151114,84.38287153652412,81.80823068763645,57.148378430129995,54.89491648712507
1711494000,151.53,151.577,151.448,151.518,151.3209110732089,82.70361041141838,83.9988052315802,56.48743606351111,55.18446550101344
1711501200,151.518,151.974,151.5,151.892,151.5795288585671,83.17480933389272,83.4204304272784,68.654987001872,57.63365122844227
1711508400,151.892,151.933,151.592,151.69,151.5795288585671,76.97772355163761,80.95204776564957,59.05045519736305,57.89125195006423
1711515600,151.69,151.81,151.643,151.694,151.5795288585671,71.96180555555615,77.37144614702883,59.17225674037973,58.12416191193977
1711522800,151.694,151.842,151.616,151.784,151.5795288585671,67.27430555555598,72.0712782209166,61.91700199609613,58.8137691999682
1711530000,151.784,151.806,151.052,151.204,151.5795288585671,51.762661183418324,63.66625743151016,42.218919567240484,55.796523812199524
1711537200,151.204,151.277,151.027,151.254,151.5795288585671,38.57224994324483,52.536405560739716,43.876540262263866,53.629254075847584
1711544400,151.254,151.376,151.216,151.251,151.5795288585671,21.36999208216355,37.23496773627557,43.79535755836447,51.841272890850654
1711551600,151.251,151.426,151.168,151.322,151.5795288585671,26.258359732489804,28.7335339192994,46.326479095633715,50.83858310990212
1711558800,151.322,151.416,151.282,151.362,151.5795288585671,30.059838085182648,25.89606329994534,47.75399265803427,50.27774848228978
1711566000,151.362,151.388,151.296,151.325,151.5795288585671,32.6645547342493,29.660917517307258,46.52145592396418,49.594786198957856
1711573200,151.325,151.406,151.25,151.33,151.4810230868537,32.946145723338,31.890179514256655,46.72157777087837,49.072384666579765
1711580400,151.33,151.436,151.268,151.418,151.4088947755864,34.91728264695684,33.509327701514714,50.25018825286876,49.286530773177766
1711587600,151.418,151.548,151.26,151.368,151.4088947755864,36.43083421330694,34.76475419453393,48.29310409590058,49.105907740945554
1711594800,151.368,151.392,151.301,151.356,151.1579158204691,37.34600492784344,36.23137392936908,47.81181835596083,48.87061876185742
1711602000,151.356,151.394,151.253,151.342,151.11801204533828,35.17264930966054,36.31649615027032,47.22055571377598,48.57060729856989
1711609200,151.342,151.452,151.323,151.428,151.11801204533828,39.57065139567933,37.36310187772778,51.211857457634295,49.05083460021796
1711616400,151.428,151.504,151.371,151.4,151.17866413377055,43.24584569130241,39.32971546554743,49.88904225121181,49.20323599130775
1711623600,151.4,151.404,151.188,151.218,151.17866413377055,39.82931292018767,40.88193666905647,42.24978412303474,47.93897201525811
1711630800,151.218,151.346,151.162,151.211,151.17866413377055,35.200727809755705,39.4252954737486,41.98350565272515,46.856159949343024
1711638000,151.211,151.374,151.151,151.338,151.17866413377055,35.646195607604305,36.89207877918256,48.34441501960463,47.12675178029968
1711645200,151.338,151.42,151.311,151.39,151.17866413377055,47.54049485021083,39.46247275585694,50.72654286158705,47.781259249624654
1711652400,151.39,151.426,151.368,151.386,151.17866413377055,55.49958018471526,46.22875688084346,50.533493471051834,48.281665471702325
1711659600,151.386,151.452,151.366,151.416,151.18172264268316,62.04869857262497,55.02959120251702,52.00866310781069,48.95930140554021
1711666800,151.416,151.501,151.189,151.322,151.18172264268316,56.339210747269384,57.96249650153654,47.25359380959828,48.649172751732586
1711674000,151.322,151.442,151.252,151.309,151.18172264268316,49.87405541561532,56.08732157850323,46.61878594053215,48.280011513332504
1711681200,151.309,151.335,151.263,151.288,151.18172264268316,39.12678421494456,48.44668345927642,45.55416219770061,47.784402546853975
1711688400,151.288,151.472,151.284,151.416,151.18172264268316,49.79270877187934,46.26451613414641,52.651802651930716,48.669384384140656
1711695600,151.416,151.417,151.316,151.356,151.18172264268316,55.88443068052887,48.26797455578426,49.40085665980921,48.80237934335312
1711702800,151.356,151.367,151.292,151.317,151.18172264268316,60.05665722379629,55.244598892068176,47.354163585766855,48.53906738742834
1711710000,151.317,151.384,151.198,151.226,151.18172264268316,42.11520302171807,52.68543030868108,42.88910937217021,47.51180229374504
1711717200,151.226,151.272,151.178,151.248,151.18172264268316,31.995413462833692,44.72242456944935,44.25753348974271,46.92011705665371
1711724400,151.248,151.29,151.214,151.286,151.18172264268316,29.17739106973924,34.429335851430345,46.63599329282321,46.86845819050271
1711731600,151.286,151.393,151.251,151.393,151.15997811414653,45.142857142854155,35.43855389180903,52.74963105501343,47.93776234768647
1711738800,151.393,151.393,151.328,151.342,151.16453762765,52.82942650744508,42.383224906679494,49.81991623749988,48.279972145834364
1711918800,151.342,151.365,151.226,151.357,151.16453762765,58.44493586908491,52.139073173128054,50.68741616348035,48.71768923995182
1711926000,151.357,151.432,151.252,151.378,151.169304081696,56.03715170278573,55.770504693105245,51.940077996365616,49.30357810475432
1711933200,151.378,151.394,151.25,151.324,151.169304081696,54.17956656346681,56.220551378445826,48.52646788656038,49.16228533780997
1711940400,151.324,151.406,151.309,151.374,151.169304081696,57.929136566905925,56.04861827771949,51.69230497305396,49.62228890785433
1711947600,151.374,151.412,151.304,151.37,151.169304081696,59.05800916857982,57.05557076631752,51.41984043436196,49.949116458128444
1711954800,151.37,151.4,151.328,151.342,151.17471655186267,62.58503401360543,59.85739324969706,49.454783589772404,49.85923775479098
1711962000,151.342,151.404,151.33,151.368,151.19417324149015,65.29719499348464,62.313412725223294,51.315313974408035,50.12397888563044
1711969200,151.368,151.484,151.348,151.458,151.26173859319212,74.02957683510914,67.30393528073307,57.18965647498756,51.40864753824083
1711976400,151.458,151.76,151.444,151.699,151.45579087455368,85.2751059746001,74.86729260106462,68.24058181860553,54.468999225579864
1711983600,151.699,151.775,151.683,151.702,151.49483269964296,89.59812087411859,82.96760122794261,68.35010626933669,56.992836869899286
1711990800,151.702,151.703,151.576,151.655,151.49483269964296,85.30024010565045,86.72448898478972,64.59192224588102,58.37448875644142
1711998000,151.655,151.682,151.621,151.654,151.49483269964296,81.44724903785291,85.44853667254067,64.5106472282425,59.490153933132525
1712005200,151.654,151.68,151.594,151.612,151.49483269964296,75.62640224163728,80.79129712838021,61.03684632959084,59.771370732488585
1712012400,151.612,151.698,151.504,151.686,151.49483269964296,77.35276259866335,78.14213795938451,64.64881981692935,60.65817965693236
1712019600,151.686,151.786,151.633,151.682,151.515598299019,78.23179186036906,77.07031890022323,64.30182204463662,61.32066009106041
1712026800,151.682,151.768,151.654,151.765,151.515598299019,86.82260373904451,80.80238606602563,68.12495716137038,62.55780501293495
1712034000,151.765,151.802,151.664,151.682,151.53726291137215,84.19423964514554,83.08287841485303,61.08030611778306,62.28916885018006
1712041200,151.682,151.756,151.557,151.644,151.53726291137215,80.0862654598486,83.7010362813462,58.11719410568368,61.53062798754436
1712048400,151.644,151.718,151.61,151.696,151.53726291137215,73.93794587633275,79.40615032710895,60.9116582477483,61.418088034854165
1712055600,151.696,151.718,151.606,151.691,151.53726291137215,74.13109133954235,76.05176755857455,60.49370825338858,61.25001898367861
1712062800,151.691,151.698,151.466,151.582,151.53726291137215,68.5540106231365,72.20768261300385,52.100850031074465,59.58653371956876
1712070000,151.582,151.622,151.508,151.596,151.53726291137215,56.827667208794686,66.50425639049116,53.00274994861578,58.38948212485004
1712077200,151.596,151.618,151.54,151.598,151.53726291137215,44.428555021547645,56.603410951159596,53.1384979328311,57.43475772630114
1712084400,151.598,151.614,151.539,151.558,151.53726291137215,36.374922408443204,45.87704821292849,50.02625415962105,56.087757077813855
1712091600,151.558,151.584,151.494,151.554,151.53726291137215,30.952380952380736,37.25195279412384,49.71269727311261,54.9286552951409
1712098800,151.554,151.583,151.442,151.558,151.53726291137215,28.597883597881367,31.975062319568412,50.04986014940087,54.041601632279075
1712106000,151.558,151.641,151.539,151.584,151.46461032909772,32.619047619046654,30.723104056436252,52.28908248110978,53.72296178661193
1712113200,151.584,151.596,151.534,151.594,151.45215061062254,37.96296296296156,33.05996472662986,53.15884254305057,53.620394651418955
1712120400,151.594,151.683,151.538,151.668,151.45660233659956,48.14814814814843,39.57671957671888,59.100601353252365,54.61679586993412
1712127600,151.668,151.737,151.668,151.732,151.52828186927965,61.85185185185235,49.32098765432078,63.42214205159466,56.21776790296331
1712134800,151.732,151.802,151.709,151.712,151.59782549542373,72.77777777777827,60.92592592592634,61.24432089136524,57.1316866281273
1712142000,151.712,151.913,151.684,151.852,151.65806039633898,80.86812927577184,71.83258630180082,69.2136568622997,59.32840848888592
1712149200,151.852,151.954,151.65,151.788,151.65806039633898,76.5423190905865,76.72940871471219,62.85103863279323,59.96888669686906
1712156400,151.788,151.826,151.579,151.648,151.65806039633898,64.95377742391976,74.12140859675937,51.662947503737826,58.45871593448157
1712163600,151.648,151.701,151.632,151.673,151.65806039633898,50.97656249999911,64.15755300483512,53.26288171052639,57.51401880285336
1712170800,151.673,151.709,151.658,151.701,151.65806039633898,45.312499999997975,53.74761330797228,55.057141628609685,57.06731386208178
1712178000,151.701,151.701,151.571,151.592,151.65806039633898,41.66666666666574,45.98524305555427,47.42443243062022,55.31406269272514
1712185200,151.592,151.68,151.54,151.568,151.65806039633898,34.83072916666641,40.603298611110034,45.91508279370986,53.605157256540544
1712192400,151.568,151.711,151.56,151.71,151.65806039633898,35.41666666666736,37.30468749999983,55.03383384937214,53.86491663705538
1712199600,151.71,151.726,151.652,151.696,151.65806039633898,38.50818452380985,36.25186011904787,54.06598467934772,53.901474462926714
1712206800,151.696,151.704,151.598,151.692,151.65806039633898,42.844742063492845,38.92319775132334,53.77499676909753,53.878478518594136
1712214000,151.692,151.758,151.678,151.716,151.6284483170712,39.65964590964655,40.33752416564974,55.32851775867203,54.14212201679012
1712221200,151.716,151.761,151.694,151.702,151.55246213299415,39.845981313373265,40.783456428837546,54.184541386937454,54.14983462954418
1712228400,151.702,151.772,151.612,151.625,151.55246213299415,34.15009909575154,37.88524210625711,48.27277023379919,53.081277466681456
1712235600,151.625,151.689,151.506,151.667,151.55246213299415,31.866445249597707,35.2875085529075,51.388262009764134,52.77345647451467
1712242800,151.667,151.704,151.626,151.648,151.55246213299415,29.38844317920385,31.801662508184354,49.92338747734527,52.25526211139296
1712250000,151.648,151.689,151.15,151.207,151.55246213299415,25.3552937447157,28.870060724505738,29.151748120465484,48.0546232039516
1712257200,151.207,151.356,151.12,151.346,151.55246213299415,24.930319307088173,26.558018743669226,37.91940406170283,46.21185608717909
1712264400,151.346,151.346,151.212,151.311,151.55246213299415,24.12966929248191,24.805094114761914,36.68823112362605,44.48028791198763
1712271600,151.311,151.344,150.81,150.91,151.55246213299415,24.784021869911797,24.614670156493947,26.19452156568549,41.15560312175088
1712278800,150.91,151.222,150.812,151.185,151.55246213299415,26.223592634635896,25.04576126567652,39.06615968189959,40.77570431450519
1712286000,151.185,151.296,151.145,151.218,151.55246213299415,30.595980595980297,27.20119836684265,40.40920398046783,40.70906789013476
1712293200,151.218,151.296,151.094,151.264,151.54116970639532,42.862092862093164,33.22722203090311,42.31774965456387,41.001555483667325
1712300400,151.264,151.454,151.17,151.414,151.466508612093,50.796950796950675,41.41834141834136,48.14944576185988,42.30117189788415
1712307600,151.414,151.446,151.334,151.338,151.466508612093,54.95495495495504,49.53799953799962,45.63216981459789,42.9068078827412
1712314800,151.338,151.748,151.273,151.658,151.2834068896744,68.60706860706806,58.11965811965791,56.050818508345735,45.29662799648748
1712322000,151.658,151.753,151.44,151.526,151.19209686921565,72.48787248787278,65.34996534996527,51.65359461005173,46.45244010804461
1712329200,151.526,151.668,151.526,151.582,151.19209686921565,81.48144881973144,74.1921299715574,53.326479133808846,47.70226538545629
1712336400,151.582,151.614,151.538,151.554,151.19209686921565,78.39726503565434,77.45552878108617,52.35108056931613,48.54750450979444
1712343600,151.554,151.653,151.542,151.63,151.25612767763073,82.57334747260605,80.81735377599726,54.769390112756795,49.67875643760578
1712523600,151.63,151.736,151.584,151.696,151.35770214210459,86.60303994344402,82.5245508172348,56.81897904179405,50.976978729276375
1712530800,151.696,151.781,151.648,151.714,151.42516171368368,91.33729334875444,86.83789358826816,57.38612984816499,52.14227893271067
1712538000,151.714,151.818,151.679,151.772,151.47772937094695,94.16395541454602,90.70142956891482,59.243680960017,53.43344293767546
